0;s1,s14236,s47219,s70222,s19022,s70986,s15247,s1658,s19809,s70614,s11599,s19136,s71086,s2138,s4154,s73321;драндулет,движок,транспортное средство,легковой автомобиль,аппарат,- река-матушка,сердце,транспорт,механизм,комплекс,автомобиль,кровь,орган,Волга,машина,пассажирский автомобиль,средство передвижения,агрегат,автомашина,легковая машина,Итиль,легковушка,авто,колёса,тачка,мотор,двигатель,шаланда
1;s10288,s33267,s4,s10027,s33264,s16255;официант,колон,наймит,половой,человек,челядь,поденщик,жрец,слуга,прислуга,служка,холуй,служитель,батрак,лакей,прислужник
2;s32663,s27106,s33012,s6012,s13762,s6;пошиб,образ,поведение,стиль,почерк,подпись,идиостиль,привычка,манера,роспись,характер,способ,жанр,рука,шрифт
3;s11,s1512,s12080,s73364;посудина,корабль,шхуна,шлюпка,лодка,корыто,бот,парусник,судно
4;s70697,s12286,s71144,s12,s1079;автомобиль,авион,воздушный корабль,аэроплан,летательный аппарат,авиалайнер,самолет,аэростат,вертолет,борт,лайнер,велосипед,воздушное судно,коммерческий самолет,пассажирский самолет,самолёт,аэробус,дирижабль
5;s16516,s25774,s13,s47203,s2118,s19836,s25772,s8869,s1467,s1466,s21248,s4528,s256,s86,s1554,s18424,s25770;соратник,френд,ара,побратанец,кореш,дружбан,доброжелатель,друган,сторонник,единомышленник,кент,побратим,друг,благоприятель,кунак,дружище,братан,приятель,товарищ,наперсник
6;s24997,s34469,s69972,s6333,s1847,s25004,s1736,s25000,s14388,s17096,s74046,s10272,s17;пенсионер,ветеран,старик,дембель,старинушка,человек престарелого возраста,старослужащий,в летах,в почтенных летах,старушенция,старец,пожилой человек,дедка,старичок,дедушка,старый,старичонко,дедуля,старейшина,седой,в преклонном возрасте,старикашка,дед,пожилой,старина
7;s19,s17124,s19528;возвышение,подмостки,сцена,помост,амвон,эстрада,балаган,балет,театр
8;s22615,s27155,s15910,s11475,s71006,s21,s12449,s16862,s13533,s14151;уведомление,заказная корреспонденция,весточка,упаковка,свёрток,записка,послание,буква,конверт,заказное письмо,заказное почтовое отправление,сообщение,весть,телеграмма,грамота,цифра,сведение,грамотка,литера,цедулка,известие,письмо,иероглиф,донесение,алфавит
9;s22,s25116;денница,рассвет,зорька,заря,утро,утречко,свет
10;s11714,s32638,s23,s94,s32856,s32595,s32857,s32598,s10239,s32599,s2245,s70498,s2205;сохранение,подмога,дотация,поддержание,услуга,поддержка,спасательный круг,подспорье,сподвижничество,выручка,опора,споспешествование,поспешествование,сикурс,вызволение,содействие,субсидия,способствование,благодеяние,спасение,помощь,пособие,пособствование
11;s28836,s1335,s14406,s31458,s11454,s24,s32724,s31459,s11504,s31457;положение,климат,связь,позиция,состояние,режим,условия,среда,окружение,обстановка,обстоятельство,фон,ситуация,конъюнктура,статус,атмосфера
12;s16575,s26974,s16330,s25715,s25,s34355,s25714,s3106;авторитет,польза,разум,цена,сокровище,достоинство,значение,смысл,вес,важность,ценность,предпочтение,драгоценность,превосходство,преобладание,преимущество,значимость,клад,самоуверенность,роль,сила,ценности
13;s27,s70976,s25161,s28114;килорубль,копейка,рублик,рубль,серебряный рубль,рубель,монета,деревянный,целковый,рупь,рублёвик,тыр,рублёвка,рублевка
14;s29,s71299,s70398,s1520,s2594,s31986;семейный очаг,пожарище,рассадник,пенаты,родные пенаты,отчий дом,очаг,эпицентр,ядро,сердце,дом,домашний очаг,родной очаг,родной дом,палево,сосредоточение,центр,родительский дом,пепелище
15;s10275,s16930,s33112,s31,s10342,s47198,s3481;догадка,идея,мнение,предписание,предложение,предположение,теория,спекуляции,выражение,нота,трюизм,изречение,высказывание,положение,меморандум,суждение,представление,предположения,речение,фраза,апофегма,ультиматум,точка зрения,мысль,парадокс,понятие,соображение
