0;s70222,s14236,s1658,s2138,s70614,s19136,s15247,s47219,s73321,s71086,s19022,s4154,s1,s70986,s11599;- река-матушка,средство передвижения,двигатель,орган,машина,автомашина,легковушка,Волга,пассажирский автомобиль,кровь,комплекс,агрегат,шаланда,мотор,автомобиль,транспорт,тачка,транспортное средство,сердце,легковой автомобиль,колёса,Итиль,драндулет,легковая машина,авто,движок
1;s4,s10027,s10288,s16255,s33267;лакей,жрец,холуй,батрак,официант,половой,слуга,человек,прислужник,служка,наймит,поденщик,колон,челядь,служитель
2;s6,s33012,s32663,s13762,s2133,s13131,s6012,s27106;пошиб,шрифт,манера,роспись,образ,поведение,голова,привычка,стиль,жанр,подпись,орган,способ,идиостиль,характер,способность,рука,почерк
3;s12080,s11,s1512,s73364,s29975;шхуна,тендер,матка,парусник,лодка,бот,корабль,посудина,корыто,шлюпка,судно
4;s12,s1079,s71144,s70697,s12286;самолёт,вертолет,дирижабль,воздушный корабль,пассажирский самолет,авион,велосипед,аэроплан,летательный аппарат,автомобиль,аэробус,авиалайнер,воздушное судно,аэростат,самолет,борт,лайнер,коммерческий самолет
5;s16516,s25774,s2118,s1467,s19836,s25770,s4528,s256,s8869,s13,s47203,s18424,s1466,s86,s25772,s21248,s1554;наперсник,побратим,благоприятель,сторонник,братан,дружбан,дружище,кореш,товарищ,приятель,доброжелатель,друг,побратанец,соратник,френд,ара,единомышленник,кент,друган,кунак
6;s10272,s1847,s17,s6333,s74046,s25004,s69972,s24997,s34469,s14388,s1736,s25000,s17096;старикашка,седой,дед,человек престарелого возраста,ветеран,в почтенных летах,дембель,в летах,дедуля,старослужащий,дедушка,старина,в преклонном возрасте,пожилой,старый,старичок,старец,пенсионер,старушенция,дедка,старичонко,старейшина,пожилой человек,старик,старинушка
7;s17124,s1510,s19,s19528;балаган,театр,спектакль,сцена,эстрада,помост,возвышение,шоу,балет,амвон,подмостки
8;s22615,s71006,s21,s12449,s27155,s16862,s14151,s11475,s15910,s13533;донесение,заказное письмо,сообщение,иероглиф,свёрток,весточка,упаковка,телеграмма,грамота,послание,письмо,алфавит,буква,весть,уведомление,литера,конверт,известие,заказное почтовое отправление,заказная корреспонденция,цифра,сведение,записка,цедулка,грамотка
9;s22,s25116;заря,утро,зорька,рассвет,денница,свет,утречко
10;s32599,s32857,s32638,s32595,s2245,s32598,s10239,s32856,s94,s23,s70498,s2205;субсидия,сподвижничество,подспорье,поспешествование,спасение,пособие,услуга,благодеяние,поддержка,споспешествование,сикурс,помощь,подмога,дотация,спасательный круг,выручка,поддержание,способствование,вызволение,пособствование,содействие,опора
11;s31459,s31458,s32724,s28836,s14406,s1335,s24,s11504,s31457,s11454;условия,обстановка,фон,связь,среда,климат,положение,статус,режим,конъюнктура,атмосфера,окружение,обстоятельство,позиция,состояние,ситуация
12;s25714,s25715,s3106,s16575,s34355,s25,s16330,s26974;драгоценность,авторитет,смысл,сила,предпочтение,превосходство,преимущество,цена,важность,роль,значимость,ценности,клад,сокровище,значение,разум,преобладание,самоуверенность,достоинство,польза,ценность,вес
13;s70976,s25161,s28114,s27;серебряный рубль,рубель,монета,килорубль,рупь,целковый,тыр,рублевка,рублик,деревянный,рублёвка,рублёвик,рубль,копейка
