0;s1,s1721;кабриолет,драндулет,тачка,авто,автомобиль,запорожец,машина,фургон,прибор,колёса,автомашина
1;s1,s1721,s19022,s70614,s70986;кабриолет,средство передвижения,драндулет,тачка,авто,автомобиль,транспорт,запорожец,легковая машина,легковушка,машина,фургон,шаланда,прибор,транспортное средство,колёса,автомашина,пассажирский автомобиль
2;s1,s19022;драндулет,тачка,авто,автомобиль,машина,колёса,автомашина
3;s4,s31974;человек,слуга,официант,холуй,лакей,половой
4;s6,s13762;привычка,поведение,пошиб,почерк,рука,характер,стиль,жанр,манера
5;s11,s1512,s12080;лодка,корабль,корыто,парусник,бот,судно,посудина,шлюпка
6;s11,s73364;лодка,шхуна,корабль,корыто,парусник,бот,судно,посудина
7;s13,s1467,s8869,s25770;кореш,побратим,кент,единомышленник,дружбан,кунак,друган,товарищ,друг,приятель,дружище
8;s14,s16571;полотнище,знамя,хоругвь,значок,стяг,флаг,штандарт
9;s17,s14388;дед,дедушка,старик,седой,в летах,старикашка,пенсионер,пожилой,старый,в почтенных летах,в преклонном возрасте,ветеран
10;s17,s14388,s74046;дед,дедушка,старик,седой,в летах,старикашка,старец,пенсионер,пожилой,старый,в почтенных летах,в преклонном возрасте,ветеран
11;s17,s1847;дед,старик,старикашка,пенсионер,в почтенных летах,в преклонном возрасте,ветеран
12;s17,s10272;дед,старик,старина,в летах,старикашка,старушенция,пенсионер,дедушка,в почтенных летах,в преклонном возрасте,ветеран
13;s19,s17124;эстрада,подмостки,балаган,театр,сцена,балет
14;s21,s11475,s14151,s15910;известие,донесение,письмо,грамота,весточка,записка,телеграмма,сообщение,послание
15;s22,s2204;рассвет,зорька,заря,утро,утречко
16;s23,s94,s2205,s32638;способствование,благодеяние,поспешествование,опора,пособствование,подмога,поддержка,споспешествование,содействие,помощь,выручка,подспорье
17;s23,s32856;способствование,благодеяние,поспешествование,опора,пособствование,подмога,поддержка,споспешествование,содействие,помощь,подспорье
18;s23,s2205,s10239;субсидия,способствование,благодеяние,поспешествование,пособие,опора,пособствование,подмога,дотация,поддержка,содействие,помощь,выручка,подспорье
19;s23,s2205;способствование,благодеяние,поспешествование,опора,пособствование,подмога,поддержка,содействие,помощь,выручка,подспорье
20;s24,s1335;режим,ситуация,обстановка,обстоятельство,среда,конъюнктура,окружение,положение
21;s24,s1335,s31458;режим,ситуация,обстановка,обстоятельство,среда,конъюнктура,окружение,условия,положение
22;s29,s1520;ядро,центр,сердце,очаг,сосредоточение
23;s31,s23751;высказывание,речение,суждение,понятие,идея,мысль,выражение
24;s31,s114;суждение,понятие,идея,мысль,выражение,мышление
25;s31,s27096;концепция,суждение,понятие,идея,мысль,выражение
26;s34,s21832;штаны,брючки,штанишки,штаники
27;s35,s89;папик,батя,отец,папаша,батька,папа,папаня
28;s35,s89,s203,s20548;папик,родитель,батя,отец,папаша,батька,батюшка,папа,папаня
29;s35,s16191;папик,родитель,батя,отец,папаша,батюшка,батяня,папа,предок,папаня
30;s36,s275,s29858;матерь,родительница,мама,мать,маменька,мамаша,маманя,матушка
31;s36,s88,s112,s275,s2126,s29858,s29862;матерь,родительница,материнская плата,гнездо,мамуля,мамочка,материнка,мама,мать,матка,маменька,мамаша,розетка,маманя,матушка
32;s36,s275,s29858,s29860;матерь,родительница,мамуля,мама,мать,маменька,мамаша,мамочка,маманя,матушка
33;s36,s275,s20233,s29858;матерь,родительница,бабуся,бабушка,мама,мать,маменька,мамаша,маманя,матушка
34;s37,s12432;стек,колышек,прут,посох,трость,палка,жезл
35;s38,s10493;пёс,собака,собачка,кобель,дворняжка,шавка,псина,четвероногий друг
36;s38,s10493,s16161,s25775,s28306;друг человека,пёс,собака,собачка,кобель,дворняжка,моська,шавка,кобяк,псина,четвероногий друг
37;s38,s10493,s25775;друг человека,пёс,собака,собачка,кобель,дворняжка,шавка,псина,четвероногий друг
38;s38,s1285,s10493;пёс,собака,собачка,кобель,дворняжка,шавка,мерзавец,псина,четвероногий друг
39;s39,s14801;разбойник,бандит,злодей,преступник,убийца,душегуб
40;s40,s3995,s15014,s22786,s30214,s33198;тень,галлюцинация,мираж,дух,видение,призрак,фантом,иллюзия,привидение
41;s41,s15575;наладка,исправление,ремонт,починка
42;s42,s14942;камушек,камень,булыга,камешек,галька,булыжник,песчаник,валун,голыш
43;s42,s21928;камушек,камень,булыга,камешек,булыжник,валун
